battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range,aspect_ratio,power_to_weight,n_cores_2,n_cores_3,n_cores_4,n_cores_5,n_cores_6,n_cores_7,n_cores_8
0.2017368069472278,1,0.64,0,0.3684210526315789,0,0.24193548387096775,1.0,0.9833333333333333,11,0.17551020408163265,0.6275033377837116,0.6477819347942276,0.14285714285714285,0.05555555555555555,0.1111111111111111,1,0,1,2,0.23906174626146368,0.06888890143524186,False,False,True,False,False,False,False
0.9118236472945892,0,0.0,0,0.6842105263157895,1,0.8064516129032258,0.6666666666666666,0.875,17,0.1816326530612245,0.04205607476635514,0.031266702298236235,0.6428571428571429,0.5,0.05555555555555555,1,0,1,0,0.6327843653359504,0.3399129020821152,False,False,False,False,False,False,False
0.18303273213092852,0,0.2,0,0.15789473684210525,0,0.7096774193548387,0.6666666666666666,0.6583333333333333,16,0.43979591836734694,0.910547396528705,0.08337787279529664,0.8571428571428571,0.8333333333333334,0.5,1,1,1,0,0.4627809730254337,0.10567858531619055,True,False,False,False,False,False,False
0.22511690046760188,0,0.0,0,0.05263157894736842,1,0.1774193548387097,0.0,0.9666666666666667,4,0.5020408163265306,0.9012016021361816,0.8813468733297701,0.35714285714285715,0.5,0.9444444444444444,1,0,1,3,0.5322767630149209,0.07877344322275463,False,False,False,False,False,False,True
0.06279225116900468,0,0.16,1,0.3684210526315789,1,0.3387096774193548,0.0,0.3416666666666667,17,0.225,0.20694259012016022,0.93425975414217,0.35714285714285715,0.1111111111111111,0.8888888888888888,1,1,0,3,0.5448383984560647,0.10761732274422835,False,True,False,False,False,False,False
0.42084168336673344,1,0.0,1,0.5789473684210527,0,0.7580645161290323,0.5555555555555556,0.175,18,0.3357142857142857,0.2523364485981308,0.4219668626402993,1.0,0.7222222222222222,0.7777777777777778,1,1,0,1,0.7499728036021395,0.3898640969231604,False,False,False,True,False,False,False
0.12090848363393454,1,0.0,0,0.21052631578947367,0,0.27419354838709675,1.0,0.3416666666666667,11,0.4602040816326531,0.376502002670227,0.5561197220737574,0.42857142857142855,0.05555555555555555,0.8888888888888888,0,1,1,1,0.8483577793976594,0.139928834609327,False,False,True,False,False,False,False
0.18102872411489646,0,0.24000000000000005,1,0.631578947368421,0,0.5967741935483871,0.7777777777777778,0.008333333333333333,14,0.6704081632653062,0.9038718291054739,0.6849278460716195,0.8571428571428571,0.8333333333333334,0.05555555555555555,1,1,0,3,0.709250699001156,0.3149437924464913,False,False,False,False,False,True,False
0.8069472277889111,1,0.64,0,0.05263157894736842,0,0.1774193548387097,1.0,0.6333333333333333,2,0.4969387755102041,0.5907877169559412,0.8089257081774452,0.8571428571428571,0.05555555555555555,0.7222222222222222,1,0,0,3,0.7037579607851341,0.37894879163354594,True,False,False,False,False,False,False
0.9672678690714763,0,0.8400000000000001,1,0.21052631578947367,0,0.7258064516129032,0.2222222222222222,0.9916666666666667,7,0.2076530612244898,0.21495327102803738,0.31453768038482094,0.42857142857142855,0.2777777777777778,1.0,0,0,1,1,0.49549209333745503,0.326767497137576,False,False,True,False,False,False,False
0.7354709418837675,1,0.9199999999999999,1,0.21052631578947367,1,0.5806451612903226,0.6666666666666666,0.2833333333333333,20,0.23775510204081632,0.19225634178905207,0.20871191876002138,0.21428571428571427,0.3888888888888889,1.0,1,0,0,0,0.5917984676071317,0.5181474934582465,False,True,False,False,False,False,False
0.0013360053440213762,0,0.27999999999999997,1,0.2631578947368421,1,0.0967741935483871,0.33333333333333337,0.25833333333333336,13,0.10255102040816326,0.49732977303070763,0.6218599679315874,0.42857142857142855,0.0,0.5555555555555556,1,0,0,1,0.16156260352552188,0.09027878546697814,False,True,False,False,False,False,False
0.3072812291249165,1,0.36,1,0.0,1,0.8870967741935484,0.5555555555555556,0.2833333333333333,3,0.14846938775510204,0.6234979973297731,0.675040085515767,0.9285714285714286,0.5,0.2777777777777778,1,1,1,2,0.2030757073915123,0.26546417305416864,False,False,False,False,False,False,True
0.012024048096192385,1,0.44000000000000006,1,0.3684210526315789,1,0.7903225806451613,0.2222222222222222,0.43333333333333335,19,0.28061224489795916,0.09679572763684913,0.9371993586317477,0.7857142857142857,0.05555555555555555,0.1111111111111111,1,0,1,3,0.8533301921710708,0.06332826768787865,False,False,True,False,False,False,False
0.30394121576486305,0,0.0,0,0.05263157894736842,1,0.6290322580645161,1.0,0.525,6,0.26071428571428573,0.38384512683578104,0.8097274184927846,0.8571428571428571,0.4444444444444444,0.5555555555555556,1,1,0,3,0.4756927943996591,0.18706764502298293,False,False,False,False,False,True,False
0.635938543754175,0,0.44000000000000006,1,0.631578947368421,1,0.8064516129032258,0.2222222222222222,0.13333333333333333,18,0.09540816326530613,0.5413885180240321,0.56574024585783,0.35714285714285715,0.05555555555555555,0.4444444444444444,1,1,1,2,0.14274241887357986,0.5668067717135683,True,False,False,False,False,False,False
0.23380093520374082,0,0.0,0,0.15789473684210525,0,0.3064516129032258,0.33333333333333337,1.0,7,0.5974489795918367,0.5093457943925234,0.059326563335114914,0.5,0.3888888888888889,0.4444444444444444,1,0,1,0,0.9278284423757832,0.07785173517671086,False,False,False,True,False,False,False
0.7201068804275217,1,0.0,1,0.0,0,0.04838709677419355,0.11111111111111112,0.06666666666666667,9,0.6928571428571428,0.8271028037383178,0.8754676643506146,0.8571428571428571,0.6111111111111112,0.5555555555555556,0,0,1,3,0.7814736249937703,0.692984927780564,False,False,False,False,False,True,False
0.7127588510354042,1,0.0,0,0.8421052631578947,0,0.5,1.0,0.5833333333333334,20,0.21071428571428572,0.102803738317757,0.06734366648850881,0.0,0.05555555555555555,0.2222222222222222,1,1,1,0,0.6319554162955117,0.3563986322607937,False,False,False,False,False,False,True
0.5464261857047428,1,0.16,0,0.15789473684210525,1,0.6290322580645161,0.888888888888889,0.225,18,0.04336734693877551,0.43524699599465955,0.5267236771779797,0.9285714285714286,0.2777777777777778,0.05555555555555555,1,1,1,1,0.07383811203568635,0.44060395710461053,False,False,False,False,False,False,False
0.5404141616566466,1,0.68,1,0.0,1,0.7903225806451613,0.5555555555555556,0.16666666666666666,0,0.09081632653061225,0.9472630173564753,0.9591127739176911,0.14285714285714285,0.0,0.5555555555555556,1,1,0,3,0.09282376177295132,0.4753371836355534,False,False,True,False,False,False,False
0.09552438209752839,1,0.8800000000000001,0,0.0,0,0.3225806451612903,0.6666666666666666,0.6416666666666667,3,0.1586734693877551,0.25433911882510013,0.2688401924104757,0.5,0.05555555555555555,0.7222222222222222,1,0,0,0,0.3532633781831122,0.0709720609902587,False,False,False,False,False,False,True
0.14963259853039412,0,0.32,1,0.8421052631578947,0,0.9354838709677419,0.33333333333333337,0.6666666666666666,17,0.5785714285714286,0.5,0.2859433458043827,0.35714285714285715,0.2222222222222222,0.7222222222222222,1,0,0,1,0.9085833065873122,0.09026613372225266,False,False,False,False,False,False,True
0.058784235136940546,1,0.72,1,0.05263157894736842,0,0.9516129032258065,0.5555555555555556,0.6666666666666666,10,0.21887755102040815,0.2102803738317757,0.4962586851950828,0.5714285714285714,0.3888888888888889,0.0,1,0,1,1,0.5267612511428276,0.05206798435061941,False,False,True,False,False,False,False
0.8176352705410822,1,0.44000000000000006,1,0.3157894736842105,1,0.06451612903225806,0.4444444444444445,0.325,18,0.3107142857142857,0.5387182910547397,0.8479422768572956,0.07142857142857142,0.2777777777777778,0.1111111111111111,1,1,0,3,0.466289721271504,0.5380629632767763,True,False,False,False,False,False,False
0.19305277221108885,0,0.6,1,0.8421052631578947,1,0.14516129032258066,0.2222222222222222,0.058333333333333334,17,0.17704081632653063,0.15353805073431243,0.7784607161945484,0.07142857142857142,0.05555555555555555,0.0,1,0,1,2,0.475686418333257,0.2947030682162818,False,False,False,False,True,False,False
0.0394121576486306,0,0.0,1,0.7894736842105263,0,0.7741935483870968,0.2222222222222222,0.6583333333333333,20,0.7387755102040816,0.7429906542056075,0.5061464457509354,0.9285714285714286,0.6666666666666666,0.5,1,1,0,2,0.8983557079195567,0.04491201398877051,True,False,False,False,False,False,False
0.5651302605210421,0,0.96,0,0.2631578947368421,0,0.6774193548387096,0.5555555555555556,0.43333333333333335,14,0.22142857142857142,0.31174899866488653,0.5954035275253875,0.9285714285714286,0.1111111111111111,0.5,1,0,1,2,0.44913550943794517,0.34521835395945066,False,False,False,False,False,False,False
0.7648630594522378,1,0.72,0,0.42105263157894735,1,0.6290322580645161,0.11111111111111112,0.875,10,0.8801020408163265,0.9559412550066756,0.8238909673971139,0.9285714285714286,0.5555555555555556,0.9444444444444444,1,1,0,3,0.8935032044657615,0.2864719299882112,True,False,False,False,False,False,False
0.5023380093520374,1,0.0,1,0.2631578947368421,1,0.04838709677419355,0.11111111111111112,0.6,19,0.3494897959183674,0.14285714285714285,0.43345804382683056,0.7142857142857143,0.0,0.1111111111111111,1,1,0,1,0.9600779530329508,0.2570873859121002,True,False,False,False,False,False,False
0.7715430861723447,0,0.2,0,0.2631578947368421,1,0.5161290322580645,0.0,0.7166666666666667,7,0.4489795918367347,0.6381842456608812,0.3669160876536611,0.7142857142857143,0.6666666666666666,0.6666666666666666,1,1,0,1,0.60483293840749,0.3349434184774869,False,True,False,False,False,False,False
0.4635938543754175,1,0.9199999999999999,0,0.05263157894736842,1,0.2903225806451613,0.7777777777777778,0.25,14,0.8061224489795918,0.7690253671562083,0.06627471940138963,0.2857142857142857,0.16666666666666666,0.5555555555555556,1,1,0,0,0.9571085173259519,0.3748372398350718,True,False,False,False,False,False,False
0.676686706746827,0,0.96,0,0.0,0,0.4032258064516129,0.11111111111111112,0.31666666666666665,1,0.09489795918367347,0.8744993324432577,0.23944414751469803,0.21428571428571427,0.16666666666666666,1.0,0,1,1,1,0.10283678870403366,0.4632265041746844,False,True,False,False,False,False,False
0.8162992651970608,1,0.24000000000000005,1,0.05263157894736842,0,0.6451612903225806,1.0,0.7,14,0.10306122448979592,0.8618157543391188,0.8901656867985035,0.35714285714285715,0.2777777777777778,0.05555555555555555,1,0,0,3,0.11286776380699366,0.35876980384807144,False,False,False,False,False,False,True
0.3694054776219105,1,0.52,1,0.15789473684210525,1,0.6129032258064516,0.7777777777777778,0.9666666666666667,10,0.013775510204081633,0.1829105473965287,0.5451630144307856,0.7857142857142857,0.6666666666666666,0.5555555555555556,1,0,1,1,0.03490896240700737,0.12829805465302022,False,False,False,False,False,True,False
0.05143620574482298,1,0.8400000000000001,1,0.10526315789473684,1,0.8870967741935484,0.11111111111111112,0.6833333333333333,8,0.5229591836734694,0.62283044058745,0.27097808658471406,0.7142857142857143,0.16666666666666666,0.16666666666666666,1,0,1,0,0.7158001945055892,0.04697420426467234,False,False,False,False,False,False,True
0.06346025384101536,0,0.64,1,0.47368421052631576,0,1.0,0.7777777777777778,0.25833333333333336,15,0.45153061224489793,0.9038718291054739,0.7969000534473544,0.7857142857142857,0.7222222222222222,0.4444444444444444,0,0,0,3,0.4776916808341119,0.127930379442093,False,False,False,False,False,False,True
0.6987307949231797,1,1.0,1,0.10526315789473684,1,0.1935483870967742,0.6666666666666666,0.9833333333333333,19,0.5316326530612245,0.8891855807743658,0.4818278995189738,0.0,0.0,0.7222222222222222,1,0,1,2,0.5691888535697013,0.2377505956273346,False,True,False,False,False,False,False
0.8410153640614563,0,0.36,1,0.2631578947368421,0,0.9838709677419355,0.7777777777777778,0.39166666666666666,19,0.7051020408163265,0.589452603471295,0.480224478888295,1.0,0.6666666666666666,0.7777777777777778,0,1,0,2,1.0,0.5094129759895822,False,False,False,False,False,False,True
0.7702070808283233,1,0.4,1,0.0,1,0.6612903225806451,0.2222222222222222,0.24166666666666667,0,0.2785714285714286,0.08611481975967958,0.7632282202031,0.5,0.2777777777777778,0.4444444444444444,1,1,0,3,0.868672622566481,0.5685546857720462,True,False,False,False,False,False,False
0.6386105544422178,0,0.5599999999999999,1,0.05263157894736842,1,0.22580645161290322,0.2222222222222222,0.18333333333333332,10,0.5168367346938776,0.5253671562082777,0.3164083377872795,0.8571428571428571,0.4444444444444444,0.5555555555555556,1,0,1,1,0.7876713252979108,0.5285590572697737,False,True,False,False,False,False,False
0.38209752839011357,1,0.0,1,0.0,0,0.7903225806451613,0.4444444444444445,0.5416666666666666,0,0.3520408163265306,0.20293724966622162,0.7087119187600214,0.07142857142857142,0.0,0.8888888888888888,0,1,0,2,0.8588299457843769,0.21918488785129975,False,False,False,False,False,True,False
0.9585838343353373,0,0.64,1,0.5263157894736842,1,0.7096774193548387,0.5555555555555556,0.2,20,0.34030612244897956,0.35781041388518026,0.6135756280064136,0.6428571428571429,0.3888888888888889,0.6111111111111112,1,0,0,2,0.6442882566252931,0.7231930487884392,False,True,False,False,False,False,False
0.21509686038744155,1,0.8800000000000001,1,0.6842105263157895,0,0.9354838709677419,0.4444444444444445,0.5666666666666667,19,0.4193877551020408,0.6335113484646195,0.1734366648850882,0.6428571428571429,0.6111111111111112,0.8333333333333334,1,1,1,0,0.567698267880757,0.13653356623804502,False,False,False,False,False,False,True
0.3246492985971944,0,0.32,1,0.0,1,0.9516129032258065,0.33333333333333337,0.225,9,0.29642857142857143,0.2136181575433912,0.9906467129877071,0.2857142857142857,0.2222222222222222,1.0,1,0,1,3,0.7090492746457954,0.30116706220254374,False,True,False,False,False,False,False
0.8390113560454242,0,0.0,0,0.42105263157894735,0,0.7580645161290323,0.4444444444444445,0.8333333333333334,14,0.13520408163265307,0.14218958611481977,0.48102618920363444,0.14285714285714285,0.2777777777777778,0.1111111111111111,0,0,0,1,0.3719379398109443,0.32529085832857835,False,False,False,False,True,False,False
0.3754175016700067,0,0.36,1,0.10526315789473684,1,0.7419354838709677,1.0,0.4,4,0.06479591836734694,0.12216288384512683,0.709246392303581,0.7142857142857143,0.7222222222222222,0.3888888888888889,1,1,1,2,0.18607891039983837,0.25984063874463686,False,False,False,True,False,False,False
0.6566466265865063,0,1.0,0,0.15789473684210525,0,0.16129032258064516,0.5555555555555556,0.45,5,0.4673469387755102,0.3130841121495327,0.32095136290753606,0.6428571428571429,0.2222222222222222,1.0,1,1,0,1,0.9459884494582482,0.3843189418508428,False,True,False,False,False,False,False
0.19906479625918505,1,0.72,0,0.05263157894736842,1,0.9838709677419355,0.7777777777777778,0.5333333333333333,6,0.18418367346938774,0.3170894526034713,0.04676643506146446,0.7142857142857143,0.3333333333333333,0.2222222222222222,1,1,1,0,0.370524323722475,0.1359853239422124,False,False,False,False,False,False,True
0.43754175016700064,1,0.27999999999999997,1,0.0,1,0.7741935483870968,0.7777777777777778,0.6583333333333333,0,0.16428571428571428,0.03137516688918558,0.05718866916087654,0.14285714285714285,0.0,0.7222222222222222,1,1,0,0,0.5890913997406032,0.21336260241268842,True,False,False,False,False,False,False
0.8142952571810287,0,0.6,0,0.7894736842105263,1,0.8548387096774194,0.4444444444444445,0.7333333333333333,18,0.38418367346938775,0.5694259012016022,0.5056119722073757,0.6428571428571429,0.1111111111111111,0.16666666666666666,1,1,1,2,0.5569437269165393,0.3467260476583374,True,False,False,False,False,False,False
0.1342685370741483,0,0.8400000000000001,1,0.10526315789473684,1,0.11290322580645161,0.6666666666666666,0.5083333333333333,3,0.2571428571428571,0.7142857142857143,0.7212720470336719,0.35714285714285715,0.2222222222222222,0.9444444444444444,1,0,0,2,0.32125139417628845,0.110375140705097,False,True,False,False,False,False,False
0.07682030728122913,0,0.5599999999999999,1,0.6842105263157895,1,0.6774193548387096,0.7777777777777778,0.008333333333333333,17,0.33214285714285713,0.7463284379172229,0.8311063602351684,0.9285714285714286,0.4444444444444444,0.6111111111111112,1,1,0,3,0.40263971349815236,0.22839460868558417,False,True,False,False,False,False,False
0.5724782899131596,1,0.0,0,0.5789473684210527,1,0.5483870967741935,0.2222222222222222,0.625,14,0.798469387755102,0.9065420560747663,0.7514698022447889,0.2857142857142857,0.2222222222222222,0.1111111111111111,1,1,0,3,0.8429130337930864,0.2803599126515463,False,False,True,False,False,False,False
0.9118236472945892,0,0.36,0,0.0,0,0.45161290322580644,0.4444444444444445,0.85,0,0.05510204081632653,0.8551401869158879,0.9561731694281133,0.7857142857142857,0.6111111111111112,0.3333333333333333,0,0,0,3,0.06068396833923288,0.3473844945341639,False,True,False,False,False,False,False
0.49498997995991983,0,0.24000000000000005,1,0.0,0,0.12903225806451613,0.5555555555555556,0.7083333333333334,1,0.23418367346938776,0.48397863818424564,0.21218599679315875,0.42857142857142855,0.05555555555555555,0.1111111111111111,1,0,1,0,0.37496500191969095,0.22490439684840094,True,False,False,False,False,False,False
0.44422177688710757,0,0.4,1,0.0,1,0.6612903225806451,0.7777777777777778,0.0,1,0.10459183673469388,0.06875834445927904,0.998663816141101,0.14285714285714285,0.05555555555555555,0.2777777777777778,1,1,0,3,0.3402128287646846,0.5416222075432663,False,False,True,False,False,False,False
0.6325985303941216,1,0.0,1,0.3157894736842105,1,0.6935483870967742,0.7777777777777778,0.48333333333333334,11,0.29081632653061223,0.8170894526034713,0.8343132014965259,0.5714285714285714,0.6111111111111112,0.0,1,1,1,3,0.33086568777894804,0.3581701406371751,False,False,False,False,False,True,False
0.6052104208416834,1,0.76,0,0.05263157894736842,1,0.3225806451612903,0.6666666666666666,0.2,4,0.5979591836734693,0.4786381842456609,0.5173703901656868,0.2857142857142857,0.3888888888888889,0.6111111111111112,1,0,1,2,0.9637206625386856,0.49460910062638064,False,False,True,False,False,False,False
0.06947227788911156,0,0.2,0,0.42105263157894735,1,0.11290322580645161,0.0,0.5166666666666667,16,0.08163265306122448,0.35113484646194926,0.036344200962052375,0.7142857142857143,0.3333333333333333,0.1111111111111111,1,0,0,0,0.1560582594933638,0.07810174791868627,False,True,False,False,False,False,False
0.3587174348697395,0,0.27999999999999997,0,0.15789473684210525,0,0.6612903225806451,0.6666666666666666,0.5083333333333333,5,0.0020408163265306124,0.09212283044058744,0.9227685729556387,0.42857142857142855,0.0,0.5555555555555556,1,1,1,3,0.006274129084643275,0.21746381979444165,False,False,False,False,False,False,False
0.19772879091516365,1,0.96,1,0.21052631578947367,0,0.5806451612903226,0.4444444444444445,0.08333333333333333,6,0.3892857142857143,0.609479305740988,0.08925708177445217,0.2857142857142857,0.1111111111111111,0.2222222222222222,0,1,0,0,0.540376573537237,0.28459609788466456,False,False,True,False,False,False,False
0.2124248496993988,0,0.039999999999999994,1,0.42105263157894735,1,0.6451612903225806,0.888888888888889,0.9,20,0.17295918367346938,0.4953271028037383,0.41635489043292356,0.0,0.2222222222222222,0.6111111111111112,1,0,1,1,0.27314436124916486,0.08240778478255724,False,False,False,False,True,False,False
0.4094856379425518,0,0.9199999999999999,0,0.21052631578947367,1,0.11290322580645161,0.33333333333333337,0.975,15,0.5306122448979592,0.38117489986648867,0.17397113842864778,0.35714285714285715,0.3888888888888889,0.8333333333333334,1,1,0,0,0.9717577334839271,0.14075835005565002,False,True,False,False,False,False,False
0.48964595858383436,1,0.44000000000000006,1,0.05263157894736842,0,0.5,0.5555555555555556,0.7666666666666667,3,0.08469387755102041,0.1855807743658211,0.3188134687332977,0.42857142857142855,0.3888888888888889,0.2222222222222222,0,0,1,0,0.2135219997097003,0.20904748569283615,False,False,False,False,False,False,False
0.46626586506346024,1,0.8,1,0.7894736842105263,1,0.22580645161290322,0.11111111111111112,0.3,20,0.5959183673469388,0.7022696929238985,0.8530197755211117,0.8571428571428571,0.7222222222222222,0.4444444444444444,1,0,1,3,0.7531218762588804,0.3511350874039458,False,False,True,False,False,False,False
0.4021376085504342,0,0.2,1,0.3157894736842105,0,0.43548387096774194,0.6666666666666666,0.25833333333333336,8,0.5051020408163265,0.6582109479305741,0.4225013361838589,0.21428571428571427,0.3888888888888889,0.7777777777777778,0,1,1,1,0.6667001030359908,0.33319229498384834,False,False,False,False,True,False,False
0.7267869071476286,1,0.039999999999999994,1,0.0,1,0.9032258064516129,0.888888888888889,0.041666666666666664,7,0.16275510204081634,0.4712950600801068,0.8572955638695885,1.0,0.5555555555555556,0.2222222222222222,1,1,1,3,0.2647021765268887,0.7267312324388251,False,False,False,False,False,True,False
0.33266533066132264,0,0.96,1,0.5789473684210527,1,1.0,0.11111111111111112,0.9916666666666667,19,0.7127551020408164,0.7449933244325768,0.6245323356493854,0.6428571428571429,0.6111111111111112,0.7777777777777778,1,1,0,2,0.8651057263831482,0.11223458609355583,False,False,True,False,False,False,False
0.6740146960587843,1,0.16,1,0.10526315789473684,0,0.6935483870967742,0.888888888888889,0.8333333333333334,3,0.36122448979591837,0.835781041388518,0.8626402993051844,0.2857142857142857,0.3333333333333333,0.5,0,1,1,3,0.404401998295167,0.26362456489851327,False,False,False,True,False,False,False
0.33867735470941884,0,0.12000000000000002,0,0.5789473684210527,0,0.9516129032258065,1.0,0.2833333333333333,15,0.5494897959183673,0.4152202937249666,0.46846606092998394,0.35714285714285715,0.16666666666666666,0.5,1,0,0,1,0.960587616180372,0.28399165520548175,False,True,False,False,False,False,False
0.4181696726786907,1,0.96,1,0.2631578947368421,1,0.8870967741935484,0.7777777777777778,0.6916666666666667,13,0.47346938775510206,0.3664886515353805,0.47888829502939606,0.42857142857142855,0.2777777777777778,0.8333333333333334,1,1,1,1,0.8852921740639935,0.1973494967997039,False,False,False,False,False,False,False
0.6085504342017368,1,0.76,0,0.2631578947368421,0,0.3709677419354839,0.7777777777777778,0.13333333333333333,17,0.26326530612244897,0.9305740987983978,0.155264564404062,0.7142857142857143,0.5,0.1111111111111111,0,0,1,1,0.2726364160110071,0.5476140741127051,False,False,False,False,False,False,True
0.6646626586506346,1,0.6,1,0.21052631578947367,0,0.6451612903225806,0.4444444444444445,0.85,5,0.04897959183673469,0.16088117489986647,0.15980758952431853,0.7857142857142857,0.0,0.2777777777777778,0,1,1,0,0.12964840019443827,0.2560249905424705,False,False,False,True,False,False,False
0.38877755511022044,1,0.96,1,0.05263157894736842,1,1.0,0.7777777777777778,0.8166666666666667,11,0.5229591836734694,0.41255006675567424,0.78941742383752,0.5714285714285714,0.16666666666666666,0.1111111111111111,1,0,0,3,0.9174791401845327,0.1600572832063703,False,True,False,False,False,False,False
0.11155644622578491,0,0.0,1,0.0,0,0.016129032258064516,0.0,0.625,13,0.33979591836734696,0.46929238985313754,0.6654195617316943,0.2857142857142857,0.2777777777777778,0.3333333333333333,1,1,1,2,0.5540165505194445,0.08030888368439935,False,False,False,True,False,False,False
0.539746158984636,0,0.24000000000000005,1,0.0,0,0.5,0.4444444444444445,0.16666666666666666,14,0.2841836734693878,0.6021361815754339,0.555318011758418,0.35714285714285715,0.05555555555555555,0.5,1,0,1,2,0.39757706068032206,0.4748877936429477,False,False,True,False,False,False,False
0.8169672678690715,0,0.6,1,0.10526315789473684,1,0.8870967741935484,0.4444444444444445,0.8083333333333333,5,0.8188775510204082,0.9506008010680908,0.6857295563869589,1.0,0.16666666666666666,0.7777777777777778,1,1,0,3,0.8348032018438926,0.3243472239749446,False,True,False,False,False,False,False
0.9859719438877755,1,0.6,1,0.3684210526315789,1,0.8387096774193549,1.0,0.7583333333333333,18,0.6255102040816326,0.4953271028037383,0.4583110636023517,0.9285714285714286,0.3888888888888889,0.6666666666666666,1,1,0,2,0.9878318197388676,0.40619419705608695,False,False,False,False,False,True,False
0.2565130260521042,0,0.72,1,0.0,1,0.20967741935483872,0.33333333333333337,0.19166666666666668,0,0.3923469387755102,0.20160213618157544,0.3083912346338856,0.7857142857142857,0.5555555555555556,0.16666666666666666,1,1,1,0,0.9595466832190895,0.27276264619211593,False,False,False,False,False,True,False
0.25250501002004005,1,0.8,0,0.5789473684210527,1,0.1935483870967742,0.6666666666666666,0.025,15,0.20561224489795918,0.403871829105474,0.024853019775521113,0.7857142857142857,0.5555555555555556,0.0,1,0,1,0,0.3649697795181085,0.3625565385023127,False,False,False,False,True,False,False
